rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,longitude,latitude,website,phoneNumber,city,country,state,region,yearFounded,stateCode,collegeType,carnegieClassification,studentFacultyRatio,totalStudentPop,undergradPop,totalGrantAid,percentOfStudentsFinAid,percentOfStudentsGrant
244,Oklahoma State University,OK,26463,Rural,108800,-97.058654,36.11625,http://okstate.edu,405-744-5000,Stillwater,United States,Oklahoma,South,1890,OK,Public,Doctoral Universities: Very High Research Activity,18,26463,21688,33859117,92,86
246,Sonoma State University,CA,9885,Suburban,106900,-122.7011951,38.3437823,http://www.sonoma.edu,707-664-2880,Rohnert Park,United States,California,West,1960,CA,Public,Masters Colleges & Universities: Larger Programs,15,9885,9012,8500978,73,63
247,Seton Hall University,NJ,11390,Suburban,115200,-74.247373,40.744626,http://www.shu.edu,(973) 761-9000,South Orange,United States,New Jersey,Northeast,1856,NJ,Private not-for-profit,Doctoral Universities: High Research Activity,14,11390,6468,43765073,100,99
248,Utah State University,UT,33055,Urban,109100,-111.834849,41.736185,http://www.usu.edu,435-797-1000,Logan,United States,Utah,West,1888,UT,Public,Doctoral Universities: High Research Activity,19,33055,29335,31964416,87,82
249,"SUNY, Geneseo",NY,5724,Rural,105800,-77.819422,42.795726,http://geneseo.edu,585-245-5000,Geneseo,United States,New York,Northeast,1871,NY,Public,Masters Colleges & Universities: Small Programs,17,5724,5569,6924198,87,73
250,St. John's University (NY),NY,23167,Urban,119000,-73.791681,40.725631,http://www.stjohns.edu/contact.stj,(718) 990-2000,Queens,United States,New York,Northeast,1870,NY,Private not-for-profit,Doctoral/Professional Universities,16,23167,18131,89415786,100,100
253,"University of Wisconsin, Eau Claire",WI,12230,Urban,100900,-91.5015009,44.7470586,http://www.uwec.edu,,Eau Claire,United States,Wisconsin,Midwest,1916,WI,Public,Masters Colleges & Universities: Medium Programs,21,12230,11441,5569632,80,59
254,Rowan University,NJ,23231,Suburban,102500,-75.114618,39.707136,http://www.rowan.edu,856-256-4000,Glassboro,United States,New Jersey,Northeast,1923,NJ,Public,Doctoral Universities: High Research Activity,17,23231,18638,18594924,89,68
255,Centre College,KY,1421,Rural,102300,-84.777508,37.644992,http://www.centre.edu,(859) 238-5200,Danville,United States,Kentucky,South,1819,KY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1421,1421,12069819,100,100
256,"California State University, San Bernardino",CA,22157,Urban,97400,-117.326559,34.179146,http://www.csusb.edu,909-537-5000,San Bernardino,United States,California,West,1965,CA,Public,Masters Colleges & Universities: Larger Programs,27,22157,19454,25380681,89,86
257,College of Saint Benedict and Saint John's University,MN,1799,Rural,124000,-94.366449,45.58723,http://https://www.csbsju.edu,(320) 363-2011,Collegeville,United States,Minnesota,Midwest,1857,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1799,1655,13310320,100,100
258,Samford University,AL,6127,Suburban,97300,-86.794233,33.461298,http://www.samford.edu,(205) 726-2011,Birmingham,United States,Alabama,South,1841,AL,Private not-for-profit,Doctoral/Professional Universities,12,6127,3687,16333865,100,99
259,Illinois State University,IL,23141,Suburban,104900,-88.994139,40.510823,http://www.illinoisstate.edu,(800) 366-2478,Normal,United States,Illinois,Midwest,1857,IL,Public,Doctoral Universities: High Research Activity,19,23141,19798,34820222,94,89
260,SUNY Maritime College,NY,1860,Urban,164100,-73.80114,40.80918,http://www.sunymaritime.edu,718-409-7200,Throggs Neck,United States,New York,Northeast,1874,NY,Public,Masters Colleges & Universities: Small Programs,16,1860,1674,1662985,78,59
261,University of Saint Thomas (MN),MN,11063,Urban,123700,-93.189479,44.941671,http://www.stthomas.edu,651-962-5000,St. Paul,United States,Minnesota,Midwest,1885,MN,Private not-for-profit,Doctoral/Professional Universities,14,11063,6780,40648287,98,96
262,Lewis & Clark College,OR,3554,Urban,109000,-122.672519,45.450559,http://www.lclark.edu,503-768-7000,Portland,United States,Oregon,West,1867,OR,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,3554,1995,15577725,100,98
263,University of Louisville,KY,25451,Urban,95600,-85.762069,38.215365,http://louisville.edu,(502) 852-5555,Louisville,United States,Kentucky,South,1798,KY,Public,Doctoral Universities: Very High Research Activity,19,25451,18045,28475777,98,96
264,Providence College,RI,5254,Urban,123500,-71.440179,41.80893,http://www.providence.edu/Pages/default.aspx,(401) 865-1000,Providence,United States,Rhode Island,Northeast,1917,RI,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,5254,4584,24973738,76,71
265,Ramapo College of New Jersey,NJ,6913,Suburban,110000,-74.062063,41.040675,http://https://www.ramapo.edu,, Mahwah,United States,New Jersey,Northeast,1962,NJ,Public,Masters Colleges & Universities: Medium Programs,16,6913,6225,6271918,78,51
266,"SUNY, College of Environmental Science and Forestry",NY,2385,Urban,98700,-76.134621,43.035448,http://www.esf.edu,315-470-6500,Syracuse,United States,New York,Northeast,1911,NY,Public,Doctoral Universities: High Research Activity,14,2385,1920,2405871,92,86
267,California State University Maritime Academy,CA,1016,Urban,139400,-122.229907,38.069037,http://https://www.csum.edu/web/mycampus/home;jsessionid=788be41b906ebd9485432c0ba641d830,(707) 654-1000,Vallejo,United States,California,West,1929,CA,Public,Baccalaureate Colleges: Diverse Fields,13,1016,984,680549,67,49
268,Hobart and William Smith Colleges,NY,2109,Rural,126500,-76.982284,42.859377,http://www.hws.edu,(315) 781-3000,Geneva,United States,New York,Northeast,1822,NY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2109,2100,15173664,93,90
269,California Lutheran University,CA,4987,Urban,114700,-118.876899,34.225578,http://www.callutheran.edu,877-258-3678,Thousand Oaks,United States,California,West,1959,CA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,4987,3363,20219395,99,99
269,Salisbury University,MD,9521,Suburban,99300,-75.632447,38.4001474,http://www.salisbury.edu,410-543-6000,Salisbury,United States,Maryland,Northeast,1922,MD,Public,Masters Colleges & Universities: Larger Programs,15,9521,8395,8040917,91,88
271,University of North Texas,TX,45298,Urban,101300,-97.144841,33.21151,http://www.unt.edu,940-369-8763,Denton,United States,Texas,South,1890,TX,Public,Doctoral Universities: Very High Research Activity,26,45298,36663,40814350,85,60
272,University of Mary Washington,VA,5098,Suburban,110000,-77.474999,38.300082,http://www.umw.edu,540/654-1000,Fredericksburg,United States,Virginia,South,1908,VA,Public,Masters Colleges & Universities: Medium Programs,13,5098,4713,5499211,93,89
273,DePaul University,IL,25937,Urban,116700,-87.627499,41.878205,http://www.depaul.edu/pages/default.aspx,312-362-8000,Chicago,United States,Illinois,Midwest,1898,IL,Private not-for-profit,Doctoral Universities: High Research Activity,17,25937,16134,62751712,98,97
274,Thomas Jefferson University,PA,9785,Urban,100000,-75.169438,39.95312,http://www.jefferson.edu,,Philadelphia,United States,Pennsylvania,Northeast,1825,PA,Private not-for-profit,Doctoral Universities: High Research Activity,13,9785,4395,18876486,99,98
275,Kansas State University,KS,23353,Urban,107400,-96.561834,39.17881,http://www.k-state.edu,785-532-6011,Manhattan,United States,Kansas,Midwest,1863,KS,Public,Doctoral Universities: Very High Research Activity,18,23353,18417,21834511,88,82
276,University of New Hampshire,NH,16001,Suburban,111500,-70.924809,43.134245,http://www.unh.edu,(603) 862-1234,Durham,United States,New Hampshire,Northeast,1866,NH,Public,Doctoral Universities: Very High Research Activity,16,16001,13027,32132329,95,93
277,University of Alabama,AL,42096,Urban,103600,-87.474727,33.167759,http://www.ua.edu,205-348-6010,Tuscaloosa,United States,Alabama,South,1820,AL,Public,Doctoral Universities: Very High Research Activity,20,42096,35872,75612520,85,78
278,Duquesne University,PA,10187,Urban,103500,-79.993881,40.438056,http://www.duq.edu,412-396-6000,Pittsburgh,United States,Pennsylvania,Northeast,1878,PA,Private not-for-profit,Doctoral Universities: High Research Activity,13,10187,6272,30975668,100,100
279,"Embry-Riddle Aeronautical University, Daytona Beach",FL,7521,Urban,121200,-81.045532,29.189205,http://daytonabeach.erau.edu,386-226-6100,Daytona Beach,United States,Florida,South,1926,FL,Private not-for-profit,Masters Colleges & Universities: Medium Programs,18,7521,6792,28621643,96,96
280,Pace University,NY,15486,Urban,121300,-74.005783,40.711649,http://www.pace.edu,866-722-3338,New York,United States,New York,Northeast,1906,NY,Private not-for-profit,Doctoral/Professional Universities,14,15486,9649,57422148,96,96
281,"University at Albany, SUNY",NY,20099,Urban,118200,-73.820717,42.689856,http://www.albany.edu,518-442-3300,Albany,United States,New York,Northeast,1844,NY,Public,Doctoral Universities: Very High Research Activity,19,20099,15185,20572218,87,76
282,Wofford College,SC,1776,Urban,118900,-81.93772,34.957503,http://www.wofford.edu,864-597-4130,Spartanburg,United States,South Carolina,South,1854,SC,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1776,1776,14796396,98,98
283,Ithaca College,NY,6780,Suburban,119300,-76.501161,42.42141,http://www.ithaca.edu,607-274-3011,Ithaca,United States,New York,Northeast,1892,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,9,6780,6143,40842598,98,96
284,Montclair State University,NJ,24101,Suburban,109100,-74.194948,40.856351,http://www.montclair.edu,973-655-4000,Montclair,United States,New Jersey,Northeast,1908,NJ,Public,Doctoral Universities: High Research Activity,18,24101,18661,20242277,82,62
285,College of Charleston,SC,13062,Urban,94900,-79.936957,32.783318,http://www.cofc.edu,843-953-5670,Charleston,United States,South Carolina,South,1770,SC,Public,Masters Colleges & Universities: Larger Programs,15,13062,10498,17383059,85,83
286,Sewaneeƒ??University of the South,TN,1957,Rural,128700,-85.920942,35.20443,http://www.sewanee.edu,800-522-2234,Sewanee,United States,Tennessee,South,1857,TN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1957,1797,11230304,96,96
287,Butler University,IN,5955,Urban,111700,-86.168957,39.839459,http://www.butler.edu,800-368-6852,Indianapolis,United States,Indiana,Midwest,1855,IN,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,5955,4808,20737230,96,96
288,New Mexico Institute of Mining and Technology,NM,2123,Rural,133400,-106.903439,34.065241,http://www.nmt.edu,575-835-5434,Socorro,United States,New Mexico,West,1889,NM,Public,Masters Colleges & Universities: Small Programs,8,2123,1479,1950329,98,97
289,Hope College,MI,3158,Urban,97300,-86.103686,42.78853,http://hope.edu,616-395-7850,Holland,United States,Michigan,Midwest,1866,MI,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,3158,3158,13092485,97,97
290,College of Wooster,OH,2128,Rural,105800,-81.934321,40.811266,http://wooster.edu,330-263-2621,Wooster,United States,Ohio,Midwest,1866,OH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2128,2128,20804857,99,99
291,Gustavus Adolphus College,MN,2611,Rural,113200,-93.968593,44.322102,http://https://gustavus.edu,(507) 933-8000,St. Peter,United States,Minnesota,Midwest,1862,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,2611,2611,20553279,99,98
292,"SUNY, Farmingdale State College",NY,12841,Suburban,104300,-73.4298073,40.7245083,http://www.farmingdale.edu,631-420-2000,Farmingdale,United States,New York,Northeast,,NY,Public,Baccalaureate Colleges: Diverse Fields,19,12841,12774,7770070,74,62
293,"University of Colorado, Denver",CO,31796,Urban,105300,-104.992259,39.74001,http://www.cu.edu,303-315-2601,Denver,United States,Colorado,West,1912,CO,Public,Doctoral Universities: Very High Research Activity,17,31796,20717,7673141,82,76
294,Rockhurst University,MO,4354,Urban,104900,-94.573356,39.03268,http://www.rockhurst.edu,(800) 842-6776,Kansas City,United States,Missouri,Midwest,1910,MO,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,4354,3029,12555308,100,100
295,University of North Florida,FL,20515,Urban,97500,-81.507054,30.272364,http://www.unf.edu,(904) 620-1000,Jacksonville,United States,Florida,South,1972,FL,Public,Doctoral/Professional Universities,19,20515,17574,20185843,90,86
296,Saint Mary's College of California,CA,4169,Suburban,130800,-122.112331,37.843851,http://www.stmarys-ca.edu,(925) 631ƒ??4000,Moraga,United States,California,West,1863,CA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,9,4169,2754,14064191,100,100
297,"CUNY, Lehman College",NY,19829,Urban,89600,-73.8977693,40.8687887,http://www.lehman.cuny.edu,718-960-8000,New York,United States,New York,Northeast,1931,NY,Public,Masters Colleges & Universities: Larger Programs,17,19829,17112,9013756,95,95
298,Loyola University Maryland,MD,5945,Urban,128600,-76.622119,39.345494,http://www.loyola.edu,800-221-9107,Baltimore,United States,Maryland,Northeast,1852,MD,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,5945,4021,31142040,97,96
299,"CUNY, John Jay College of Criminal Justice",NY,19553,Urban,93600,-73.985696,40.765394,http://www.jjay.cuny.edu,212-237-8000,New York,United States,New York,Northeast,1964,NY,Public,Masters Colleges & Universities: Larger Programs,19,19553,16900,17922560,95,94
299,New School,NY,12046,Urban,115700,-73.996628,40.73552,http://www.newschool.edu,212-229-5150,New York,United States,New York,Northeast,1919,NY,Private not-for-profit,Doctoral Universities: High Research Activity,9,12046,8802,25406466,84,84
301,Appalachian State University,NC,20799,Rural,92900,-81.686965,36.220364,http://www.appstate.edu,828-262-2000,Boone,United States,North Carolina,South,1899,NC,Public,Masters Colleges & Universities: Larger Programs,16,20799,18679,12650612,68,39
303,"University of Nevada, Las Vegas",NV,34979,Urban,99100,-115.137488,36.107689,http://www.unlv.edu,702-895-3011,Las Vegas,United States,Nevada,West,1957,NV,Public,Doctoral Universities: Very High Research Activity,18,34979,28841,26074353,96,93
304,Wabash College,IN,871,Rural,143800,-86.904911,40.034208,http://www.wabash.edu,(765) 361-6100,Crawfordsville,United States,Indiana,Midwest,1832,IN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,871,871,7868014,100,100
305,Mississippi State University,MS,24449,Rural,103200,-89.873745,32.58507,http://www.msstate.edu,1-662-325-2323,Mississippi State,United States,Mississippi,South,1878,MS,Public,Doctoral Universities: Very High Research Activity,16,24449,20288,44017359,98,98
307,"University of Texas, Arlington",TX,61457,Urban,107300,-97.115142,32.728388,http://www.uta.edu,817-272-2011,Arlington,United States,Texas,South,1895,TX,Public,Doctoral Universities: Very High Research Activity,24,61457,43756,29503356,90,84
310,Willamette University,OR,2954,Urban,115500,-123.030868,44.93794,http://www.willamette.edu,(503) 370-6300,Salem,United States,Oregon,West,1842,OR,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,2954,2253,10612534,100,99
311,University of Massachusetts Boston,MA,19107,Urban,102700,-71.04793,42.316001,http://www.umb.edu,617-287-5000,Boston,United States,Massachusetts,Northeast,1964,MA,Public,Doctoral Universities: High Research Activity,17,19107,15054,20489164,89,83
312,Hofstra University,NY,11750,Suburban,126400,-73.622794,40.70991,http://hofstra.edu,516-463-6700,Hempstead,United States,New York,Northeast,1935,NY,Private not-for-profit,Doctoral/Professional Universities,13,11750,6933,42852227,98,97
313,Saint Joseph's University (PA),PA,8436,Urban,117400,-75.239149,39.99524,http://www.sju.edu,610-660-1000,Philadelphia,United States,Pennsylvania,Northeast,1851,PA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,8436,5016,29909098,98,98
314,Ohio Northern University,OH,2996,Rural,111600,-83.823217,40.766277,http://www.onu.edu,419-772-2000,Ada,United States,Ohio,Midwest,1871,OH,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,11,2996,2276,13903531,99,97
315,Clark University (MA),MA,3880,Urban,124300,-71.822652,42.250004,http://www.clarku.edu,508-793-7441,Worcester,United States,Massachusetts,Northeast,1887,MA,Private not-for-profit,Doctoral Universities: High Research Activity,9,3880,2592,17445475,97,95
316,Bradley University,IL,6377,Urban,116200,-89.61616,40.696379,http://www.bradley.edu,(309) 676-7611,Peoria,United States,Illinois,Midwest,1897,IL,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,6377,4750,23519476,100,100
317,Le Moyne College,NY,3802,Suburban,106700,-76.088184,43.047214,http://www.lemoyne.edu,315-445-4300,Syracuse,United States,New York,Northeast,1946,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,3802,3034,16666361,100,100
318,Azusa Pacific University,CA,10989,Suburban,95600,-117.905879,34.13361,http://www.apu.edu,(626) 969-3434,Azusa,United States,California,West,1899,CA,Private not-for-profit,Doctoral Universities: High Research Activity,10,10989,5497,16614657,95,94
320,Kettering University,MI,2670,Urban,138700,-83.686029,43.01075,http://https://www.kettering.edu,800-955-4464,Flint,United States,Michigan,Midwest,1919,MI,Private not-for-profit,Masters Colleges & Universities: Medium Programs,13,2670,2068,8085115,100,100
321,University of Puget Sound,WA,2757,Urban,123900,-122.481036,47.261926,http://www.pugetsound.edu,253-879-3211,Tacoma,United States,Washington,West,1888,WA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2757,2354,18394700,100,100
322,Southwestern University,TX,1562,Urban,105000,-97.667897,30.633359,http://www.southwestern.edu,512-863-1200,Georgetown,United States,Texas,South,1840,TX,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,1562,1562,12231647,100,99
324,Calvin University,MI,4020,Urban,105500,-85.589237,42.926939,http://https://www.calvin.edu,616-526-6000,Grand Rapids,United States,Michigan,Midwest,1876,MI,Private not-for-profit,Masters Colleges & Universities: Small Programs,12,4020,3782,18522363,100,100
326,University of Alabama at Birmingham,AL,25843,Urban,94900,-86.80916,33.506914,http://www.uab.edu,(205) 934-4011,Birmingham,United States,Alabama,South,1969,AL,Public,Doctoral Universities: Very High Research Activity,20,25843,14969,21997466,96,91
328,Lake Forest College,IL,1723,Suburban,119900,-87.830785,42.249995,http://www.lakeforest.edu,847-234-3100,Lake Forest,United States,Illinois,Midwest,1857,IL,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1723,1696,13925934,99,99
329,"University of Minnesota, Morris",MN,1637,Rural,97200,-95.904411,45.589457,http://www.morris.umn.edu,(320) 589-6035,Morris,United States,Minnesota,Midwest,1960,MN,Public,Baccalaureate Colleges: Arts & Sciences Focus,11,1637,1637,4130032,98,96
330,University of North Dakota,ND,17182,Urban,104000,-97.070896,47.921734,http://und.edu,(701) 777-2011,Grand Forks,United States,North Dakota,Midwest,1883,ND,Public,Doctoral Universities: High Research Activity,17,17182,12954,8117000,95,89
331,Tennessee Technological University,TN,11103,Rural,100300,85.5016,36.1628,http://www.tntech.edu,,Cookeville,United States,Tennessee,South,1915,TN,Public,Doctoral Universities: High Research Activity,18,11103,9646,13968673,98,98
332,Valparaiso University,IN,3808,Suburban,110100,-87.03985,41.462983,http://www.valpo.edu,219-464-5000,Valparaiso,United States,Indiana,Midwest,1859,IN,Private not-for-profit,Doctoral/Professional Universities,11,3808,3176,20596432,100,100
333,"Embry-Riddle Aeronautical University, Prescott",AZ,3114,Rural,135000,-112.468729,34.541425,http://www.prescott.erau.edu,928-777-3728,Prescott,United States,Arizona,West,1978,AZ,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,18,3114,3056,13618734,98,97
333,Grove City College,PA,2481,Rural,113500,-80.081529,41.155397,http://www.gcc.edu,724-458-2000,Grove City,United States,Pennsylvania,Northeast,1876,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,2481,2481,2516423,80,66
335,Marist College,NY,7645,Suburban,112100,-73.931864,41.722925,http://www.marist.edu,(845) 575-3000,Poughkeepsie,United States,New York,Northeast,1929,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,16,7645,6503,27575673,94,93
337,"SUNY, College at New Paltz",NY,8902,Suburban,97300,-74.1005044,41.7318899,http://www.newpaltz.edu,845/257-7869,New Paltz,United States,New York,Northeast,1828,NY,Public,Masters Colleges & Universities: Larger Programs,15,8902,7684,7791581,83,70
338,"University of Nebraska, Omaha",NE,17913,Urban,96900,-96.005275,41.259612,http://www.unomaha.edu,402.554.2800,Omaha,United States,Nebraska,Midwest,1908,NE,Public,Doctoral Universities: High Research Activity,16,17913,14138,10161105,88,70
339,The Catholic University of America,DC,6156,Urban,120000,-76.997462,38.932673,http://www.cua.edu,202-319-5000,Washington,United States,District of Columbia,Northeast,1887,DC,Private not-for-profit,Doctoral Universities: High Research Activity,11,6156,3371,23750464,98,98
340,West Virginia University,WV,30045,Urban,110100,-79.875079,39.51306,http://www.wvu.edu,304-293-0111,Morgantown,United States,West Virginia,South,1867,WV,Public,Doctoral Universities: Very High Research Activity,21,30045,23061,41150449,95,85
341,University of Alabama in Huntsville,AL,11312,Urban,116200,-86.644098,34.723197,http://www.uah.edu,800-824-2255,Huntsville,United States,Alabama,South,1950,AL,Public,Doctoral Universities: High Research Activity,19,11312,8898,16612799,96,93
342,Juniata College,PA,1651,Rural,104400,-78.017553,40.500042,http://www.juniata.edu,814-641-3000,Huntingdon,United States,Pennsylvania,Northeast,1876,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,1651,1611,14835563,100,100
343,University of Idaho,ID,13852,Rural,107900,-117.039767,46.820755,http://www.uidaho.edu,208-885-6163,Moscow,United States,Idaho,West,1889,ID,Public,Doctoral Universities: High Research Activity,16,13852,10568,14633630,99,96
344,Lawrence University,WI,1459,Urban,119000,-88.416564,44.26178,http://www.lawrence.edu,(920) 832-7000,Appleton,United States,Wisconsin,Midwest,1847,WI,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,1459,1459,13661049,100,100
345,University of Michigan-Dearborn,MI,10611,Urban,109700,-83.21127,42.313764,http://https://umdearborn.edu,,Dearborn,United States,Michigan,Midwest,1959,MI,Public,Masters Colleges & Universities: Larger Programs,16,10611,7803,8108245,92,86
346,John Carroll University,OH,3857,Suburban,120400,-81.535278,41.487306,http://sites.jcu.edu,216-397-1886,University Heights,United States,Ohio,Midwest,1886,OH,Private not-for-profit,Masters Colleges & Universities: Medium Programs,13,3857,3185,20417390,99,97
347,"University of Missouri, Saint Louis",MO,19090,Suburban,93100,-90.311021,38.708587,http://www.umsl.edu,314-516-5665,St. Louis,United States,Missouri,Midwest,1963,MO,Public,Doctoral Universities: High Research Activity,19,19090,15549,6136848,96,94
349,Howard University,DC,9831,Urban,115000,-77.021124,38.922704,http://www.howard.edu,202-806-6100,Washington,United States,District of Columbia,Northeast,1867,DC,Private not-for-profit,Doctoral Universities: High Research Activity,12,9831,6801,42564951,98,98
350,Muhlenberg College,PA,2950,Urban,112200,-75.50877,40.596767,http://www.muhlenberg.edu,484-664-3100,Allentown,United States,Pennsylvania,Northeast,1848,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2950,2950,17845631,96,96
351,University of Wyoming,WY,13616,Rural,105000,-105.585683,41.312441,http://www.uwyo.edu,(307) 766-1121,Laramie,United States,Wyoming,West,1886,WY,Public,Doctoral Universities: High Research Activity,14,13616,10836,14017953,95,89
352,University of Massachusetts Lowell,MA,22192,Suburban,122100,-71.325414,42.652679,http://www.uml.edu,(978) 934-4000,Lowell,United States,Massachusetts,Northeast,1894,MA,Public,Doctoral Universities: High Research Activity,19,22192,16869,21222061,91,81
353,Brigham Young University-Idaho,ID,58767,Rural,111700,-111.783809,43.814603,http://www.byui.edu,(208) 496-1411,Rexburg,United States,Idaho,West,1888,ID,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,20,58767,58767,10934390,60,48
354,Mercer University,GA,9933,Urban,91300,-83.647993,32.832176,http://www.mercer.edu,1-800-637-2378,Macon,United States,Georgia,South,1833,GA,Private not-for-profit,Doctoral Universities: High Research Activity,14,9933,5420,28611454,100,100
355,Montana Tech of the University of Montana,MT,1944,Rural,113700,-112.556797,46.012343,http://www.mtech.edu,406-496-4401,Butte,United States,Montana,West,1900,MT,Public,Masters Colleges & Universities: Small Programs,13,1944,1645,1522295,93,82
356,Beloit College,WI,1302,Urban,100400,-89.029593,42.503079,http://www.beloit.edu,608-363-2000,Beloit,United States,Wisconsin,Midwest,1846,WI,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1302,1302,10088486,100,100
357,University of St. Thomas (TX),TX,3938,Urban,102800,-95.617627,29.787546,http://https://www.stthom.edu/home/index.aqf,,Houston,United States,Texas,South,,TX,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,3938,2313,7314817,97,96
358,Washington & Jefferson College,PA,1296,Suburban,114300,-80.240975,40.170634,http://www.washjeff.edu,724-223-6025,Washington,United States,Pennsylvania,Northeast,1781,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1296,1293,10294594,100,100
359,Austin College,TX,1326,Urban,103900,-96.595009,33.647852,http://www.austincollege.edu,(903) 813-2000,Sherman,United States,Texas,South,1849,TX,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1326,1306,12478447,100,100
361,"University of Wisconsin, La Crosse",WI,11501,Urban,96100,-91.251919,43.812625,http://www.uwlax.edu,(608)755-8000,La Crosse,United States,Wisconsin,Midwest,1909,WI,Public,Masters Colleges & Universities: Larger Programs,19,11501,10329,3723018,77,56
362,Portland State University,OR,30571,Urban,97800,-122.683762,45.511668,http://www.pdx.edu,503-725-3511,Portland,United States,Oregon,West,1946,OR,Public,Doctoral Universities: High Research Activity,19,30571,24062,10214070,84,72
364,Milwaukee School of Engineering,WI,2874,Urban,125000,-87.908389,43.043935,http://www.msoe.edu/home,(800) 332-6763,Milwaukee,United States,Wisconsin,Midwest,1903,WI,Private not-for-profit,Masters Colleges & Universities: Medium Programs,14,2874,2653,16129148,100,100
365,North Dakota State University,ND,14384,Urban,108100,-96.799994,46.891774,http://www.ndsu.edu,701-231-8011,Fargo,United States,North Dakota,Midwest,1890,ND,Public,Doctoral Universities: High Research Activity,19,14384,11626,8565382,95,78
366,"University of Minnesota, Duluth",MN,11557,Urban,105300,-92.099849,46.787965,http://www.d.umn.edu,,Duluth,United States,Minnesota,Midwest,1902,MN,Public,Masters Colleges & Universities: Medium Programs,17,11557,10456,10285638,90,74
367,Georgia State University,GA,41177,Urban,99000,-84.552899,33.62977,http://www.gsu.edu,(404) 413-2600,Atlanta,United States,Georgia,South,1913,GA,Public,Doctoral Universities: Very High Research Activity,27,41177,32742,48202413,95,91
368,Adelphi University,NY,9074,Suburban,103900,-73.636909,40.72605,http://www.adelphi.edu,(877) 713 7865,Garden City,United States,New York,Northeast,1896,NY,Private not-for-profit,Doctoral/Professional Universities,12,9074,5911,24087209,92,91
369,Bryant University,RI,4104,Suburban,122800,-71.5368981,41.9209914,http://www.bryant.edu,(401) 232-6000,Smithfield,United States,Rhode Island,Northeast,,RI,Private not-for-profit,Masters Colleges & Universities: Medium Programs,13,4104,3491,18314637,97,96
370,University of Dallas,TX,2894,Urban,117000,-96.920713,32.844365,http://www.udallas.edu,800-628-6999,Irving,United States,Texas,South,1955,TX,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,2894,1538,12164225,100,100
371,West Chester University of Pennsylvania,PA,19680,Suburban,98200,-75.59882,39.95063,http://www.wcupa.edu,610-436-1000,West Chester,United States,Pennsylvania,Northeast,1871,PA,Public,Masters Colleges & Universities: Larger Programs,20,19680,15885,10949693,85,65
372,Westminster College (UT),UT,2419,Urban,107000,-111.890981,40.769112,http://https://www.westminstercollege.edu,,Salt Lake City,United States,Utah,West,,UT,Private not-for-profit,Masters Colleges & Universities: Larger Programs,9,2419,1877,6763969,100,100
373,Cedarville University,OH,4763,Rural,102300,-83.808823,39.747368,http://www.cedarville.edu,937-766-7700,Cedarville,United States,Ohio,Midwest,1887,OH,Private not-for-profit,Masters Colleges & Universities: Small Programs,15,4763,4241,17264768,100,100
